iri,label,definition
http://lmss.sali.org/Raa91YOvuRhWrd2Q67Rftcg,A118 Collection-Forensic,"For discovery and eDiscovery, the forensic acquisition and analysis of data that includes active files, deleted files and file fragments using specialized software or hardware"
http://lmss.sali.org/RaaV6cOHBcFdUd7UxJyluV,Massachusetts Trial Court - Land Court Department,The Massachusetts Trial Court - Land Court Department is a specialized division within the Massachusetts Trial Court that handles cases related to real property disputes.
http://lmss.sali.org/Rad9U0Bfny1ljSqwlvCR6Y,Semitic languages,Semitic languages are a group of languages that originated in the Middle East and are characterized by a common set of grammatical features and vocabulary.
http://lmss.sali.org/RadAvJ7EdvJm13pHxKGCSa,Client Relationship Role,"A lawyer's client relationship role refers to the various capacities in which an attorney interacts with and manages clients on behalf of a law firm. Examples include a billing partner (who oversees billing and invoicing matters), a responsible attorney (who is in charge of managing a specific legal matter), and a relationship attorney (who is in charge of an overall client relationship)."
http://lmss.sali.org/RaddjgkPy5FHxbBpncCoDb,Motion to Quash Service,A Motion to Quash Service is a legal request to invalidate or nullify a summons or other legal notice that was improperly served to a party in a lawsuit.
http://lmss.sali.org/RadgKbGJ3NluNEV56hmGFN,"UTBMS MF30 Employment, Labor and Employee Benefits","A category within the UTBMS coding system used to classify legal services related to employment, labor, and employee benefits, which falls under the broader category of Mergers and Acquisitions."
http://lmss.sali.org/RadjVWRPrVJLYqNWRIzdVj,Third-Party Summons,A third-party summons is a legal document that requires a person who is not a party to a lawsuit to appear in court or provide evidence related to the case.
http://lmss.sali.org/RadodspGwi9RYMx8hqnJE3,Free Cash Flow Conversion Clause,A Free Cash Flow Conversion Clause is a provision in a contract that allows for the conversion of a company's free cash flow into equity or debt securities.
http://lmss.sali.org/RaeImfq72dCYr4bl8gV0GR,Native Village of Afognak,
http://lmss.sali.org/Rafw4pSzJ3S3d8sq6quprG,Court Forum,A Court Forum is a type of Dispute Forum that is administered by an organization or government entity and has specific levels and jurisdiction types for resolving legal disputes.
http://lmss.sali.org/RagNxp8dZ7BJZizfnV50iQ,Construction Flooding Negligence,"The concept of Construction Flooding Negligence refers to a legal claim of negligence against a party involved in construction activities, where the negligence resulted in flooding or water damage to property."
http://lmss.sali.org/RahBth1PX724xMYkraWJwR,Employer Breach of Employee Manual,"The concept of ""Employer Breach of Employee Manual"" refers to a legal claim made by an employee against their employer for failing to comply with the terms outlined in the company's employee manual."
http://lmss.sali.org/RahHAOYpslPuxq9W77AF19,"Indiana City Court - Hamilton County, Noblesville City","Indiana City Court - Hamilton County, Noblesville City is a specific court located in Hamilton County that operates under the jurisdiction of the Indiana City Court, handling cases related to city ordinances and traffic violations."
http://lmss.sali.org/RajWDoRCFhj6iaJ3ITv7Go,Initial Public Offering Practice,"An Initial Public Offering (IPO) is the process of offering shares of a private company to the public for the first time in order to raise capital, and is a type of Equity Financing."
http://lmss.sali.org/Raka03e8c9MzVaikHDZsBt,Health Care Fraud,"Health Care Fraud refers to the intentional deception or misrepresentation of information related to health care services or products, with the aim of obtaining unauthorized benefits or payments from a health care program or insurer."
http://lmss.sali.org/RalaaNQ3RajBddzUzN1EsA,Architect Malpractice,Architect Malpractice refers to a type of malpractice claim that arises from the negligent or wrongful actions of an architect in the design or construction of a building or structure.
http://lmss.sali.org/Ram7eqYuiBBxhcC5bDy59J,Disclaimer Clause,"A disclaimer clause is a contractual provision that limits or excludes liability or responsibility for certain risks, damages, or warranties."
http://lmss.sali.org/RanhiLFv1QydJ0wONSeHr0,Naturalization Clause Claim,"A Naturalization Clause claim is a legal assertion related to Article I, Section 8, Clause 4 of the United States Constitution, which grants Congress the power ""To establish a uniform Rule of Naturalization."" This clause provides the federal government with the authority to set the rules for becoming a U.S. citizen. A claim involving the Naturalization Clause may arise in situations where there is a dispute over the application or interpretation of federal immigration and naturalization laws."
http://lmss.sali.org/RaoUknSK5XanlmEQsAne1v,Definition of Change of Control Clause,A Change of Control Clause is a provision in a contract that allows one party to terminate or modify the agreement if the other party undergoes a change in ownership or control.
http://lmss.sali.org/Raojf3kwmQ_6MSifRe3Jxmg,B190 Other Contested Matters (excluding assumption/rejection motions),"Analysis and preparation of all other motions, opposition to motions and reply memoranda in support of motions"
http://lmss.sali.org/RapVco8sDRuGIvozynO5MGQ,TR760 Domain Names - ccTLDs Domain Name Filing - Country Code,"All actions associated with completing a domain name application (including renewal) that is to be filed as a country code top-level domain (ccTLD), e.g., .jp, .uk, .tv. The domain name applications should be filed through the current domain name provider unless otherwise instructed."
http://lmss.sali.org/Raqj2XMH0Rvy5lG12tOVxOQ,WC330 Depositions,"Preparing deposition notices and subpoenas, Communicating with witnesses and/or opposing counsel, Discussing deposition strategy with adjuster/employer and/or witness, Preparing witnesses, Reviewing medical records/documents/claims file for deposition preparation, Preparing direct/cross examination questions for depositions, Attending depositions, Travel to and from depositions, Prepare deposition summaries/reports to client"
http://lmss.sali.org/RaugsP6wniCtAbGQO8tNhG,Florida Circuit Court - Nassau County - 4th Circuit Court,"A court located in Nassau County, Florida that is part of the larger Florida Circuit Court system, which handles civil and criminal cases within its jurisdiction."
http://lmss.sali.org/Rav76J0N8FYLUGBlgw4FAx,Indiana Miami,
http://lmss.sali.org/RavbbRJfj6893jzfMtOhLt,Kansas District Court - Coffey County,Kansas District Court - Coffey County refers to a specific court within the Kansas District Court system that has jurisdiction over legal matters within Coffey County.
http://lmss.sali.org/RavfMdPWC2GQVXsbXt0lSl,"Indiana Town Court - Hendricks County, Brownsburg Town","A court located in Brownsburg Town, Hendricks County, Indiana that has jurisdiction over local ordinance violations and minor criminal offenses."
http://lmss.sali.org/Raw03V8d0o2ILRa4VEpq4t,Data Breach,"A ""Data Breach"" refers to an incident in which unauthorized individuals gain access to confidential data, often resulting in the exposure or theft of sensitive information. Such breaches can compromise personal, financial, or business-related data, posing risks to individuals, organizations, and stakeholders."
http://lmss.sali.org/RawJ8s5nRdIt85WOvY1Orq,Abuse of Process,"The concept of ""Abuse of Process"" refers to the misuse of legal procedures or the justice system for an ulterior motive, such as to harass or intimidate someone, rather than for the legitimate pursuit of justice."
http://lmss.sali.org/Rb1azCsSHRLiyTTBbwGbEiQ,X202 Patent and Trademark Searching and Monitoring,"Any searching and monitoring costs, including any monitoring or watch service for a trademark, brand or domain name. Excludes on-line legal research (X111) or discovery/eDiscovery culling and filtering (X302)."
http://lmss.sali.org/Rb33ejPtclmIHJbqwTN12C,Unit per Task,"A ""Unit per Task"" is a type of unit used to measure the cost of a specific task or activity within a legal engagement, such as drafting a contract or attending a hearing."
http://lmss.sali.org/Rb4Aaey0eiCsa2j1UthsI8,Petersburg Indian Association,
http://lmss.sali.org/Rb5DUKDN9ZXr5IK0opPhIJ,Agent Breaching Fiduciary Duty to Principal,"An agent breaching their legal obligation to act in the best interest of their principal, often an employee breaching their duty to their employer."
http://lmss.sali.org/Rb6m6EzxbJjnkThunYkWCm,Investors' Rights Agreement,"An Investors' Rights Agreement (IRA) is a legal document that delineates the rights, privileges, and protections afforded to investors, particularly those investing in private companies. It often includes provisions concerning information rights, anti-dilution protections, and registration rights, among others, aimed at protecting the investors' interests and ensuring they have access to critical information."
http://lmss.sali.org/Rb7gzABtK0FO1Zs5Z71lXu,Joint Insurance Agreement,A Joint Insurance Agreement allows two or more parties to be jointly insured under one policy. This ensures that all parties have coverage and defines how liabilities or benefits are distributed among them.
http://lmss.sali.org/Rb83PjlzxELY9WY21pSO81,Association,"An association refers to an organized group of individuals or entities that join together for a common purpose or goal. These groups can take various forms, and they often have specific missions, objectives, and membership requirements. Associations are commonly established to promote shared interests, advocacy, networking, and collaboration among their members."
http://lmss.sali.org/Rb8qtSl6pvANroExswqKGh,Florida Circuit Court - Jackson County - 14th Circuit Court,The Florida Circuit Court - Jackson County (14th Circuit Court) is a specific court within the Florida Circuit Court system that has jurisdiction over legal proceedings in Jackson County.
http://lmss.sali.org/Rb98lvP9PRY6qFHj7mHdB9A,L652 Objective and Subjective coding,"Activities and actions related to unitizing and the objective and subjective coding of basic bibliographic information related to both electronic and paper-based data and documents, including auto-coding."
http://lmss.sali.org/Rb99RhtnE5on6knEaT1XR6,Georgia Superior Court - Brooks County,Georgia Superior Court - Brooks County: A court of general jurisdiction in the state of Georgia that has authority over civil and criminal cases within Brooks County.
http://lmss.sali.org/Rb9GfavYKEROCJss0JJyg5,Lack of Case or Controversy,"The term ""case or controversy"" refers to the requirement that courts may only hear matters involving actual, ongoing disputes between parties with a concrete interest in the outcome. This requirement ensures that the judiciary only resolves real conflicts and does not give advisory opinions or engage in issues that are moot, not ripe, or non-justiciable. In the United States, this falls under Article III of the Constitution."
http://lmss.sali.org/Rb9ymr4tGQwciL1lrwg0UN,Trademark Registration Process,"The Trademark Registration Process involves filing an application with a governmental authority, such as the United States Patent and Trademark Office (USPTO), that includes the name, logo, or other mark to be registered, along with the goods or services it will represent. The application undergoes examination for distinctiveness and potential conflicts with existing trademarks; if approved, a Trademark Registration Document is issued, granting the owner exclusive rights to use the mark in commerce for the specified goods or services"
http://lmss.sali.org/RbAyL0ru5m8CyqAShGVq0e,Motions in Appellate Courts,"Motions in Appellate Courts are requests made by parties in a higher court seeking a specific action or decision, such as a motion to expedite a case or a motion for summary disposition."
http://lmss.sali.org/RbBEyI6-RSh6mCX_mlMOhPA,PA220 Patentability Investigation,"All actions associated with determining the approximate scope of patent protection that may be available for a client's invention, including definition of the scope and field of the search, searching, analysis of search results, and reporting to client. Also known as a ""novelty"" or ""prior art"" search, the field of a patentability search is often similar to that of a state-of-the-art search. However, patentability searches are typically conducted after any market research or conceptual engineering has been completed so that the scope of the investigation is described by at least an informal structural or functional description of an invention. Often a patentability search will also locate expired and/or lapsed patents disclosing technology that may be freely copied in order to improve the invention. Thus, a patentability search may include various aspects of a state-of-the-art search. Work of outside vendors in conducting searches or otherwise assisting the investigation should be an expense under E100."
http://lmss.sali.org/RbFVLcqC4nry81b2Kwbxr3,New York City Court - Cohoes,"A court located in Cohoes, New York City, which has jurisdiction over certain legal matters within its geographical area."
http://lmss.sali.org/RbFgivFxOQ5aR8Vwh9-rvVw,UTBMS Trademark,
http://lmss.sali.org/RbGCkYUl0ez4BrJVU6fH7r,Deposition Exhibit,"A deposition exhibit is a physical or digital item presented as evidence during a deposition, which is a pre-trial legal proceeding where witnesses are questioned under oath."
http://lmss.sali.org/RbGp1phZ6AU0CLJP4tysgh,increase_decrease,"""Identifies whether the disc_cred results in increasing the cost of the expense item (and is therefore a charge applied to the expense item) or decreasing the cost of the expense item (and is therefore a reduction applied to the expense item).
"""
http://lmss.sali.org/RbHXjManoVaf7u7xjFhZUN,Healy Lake Village,
http://lmss.sali.org/RbK2mcvLN82fCTKgq7AuNp,Washington Superior Court - Asotin County,Washington Superior Court - Asotin County refers to a specific court within the Washington Superior Court system that has jurisdiction over legal matters in Asotin County.
http://lmss.sali.org/RbNdxLlwhsOPsmRLO2nN7Q,Orthodontics Malpractice,Orthodontics Malpractice refers to a type of medical malpractice claim that arises from negligent or improper orthodontic treatment by a healthcare professional.
http://lmss.sali.org/RbNlx3oPCT-y-aEDs02-dgQ,B110 Case Administration,"Coordination and compliance matters, including preparation of statement of financial affairs; schedules; list of contracts; United States Trustee interim statements and operating reports; contacts with the United States Trustee; general creditor inquiries"
http://lmss.sali.org/RbP2hC5iPogaZjkx1uaECq,tksum segment,"A ""tksum segment"" is a component of the LEDES XML E-Billing Ver. 2.2 standard that includes information such as the timekeeper's first and last name, ID, and billing rate."
http://lmss.sali.org/RbW7gZ7Q81ubMkE17PjdKA,Native Village of Shaktoolik,
http://lmss.sali.org/RbXfvdfPThhxO0A6QaMamb,Skull Valley Band of Goshute Indians of Utah,
http://lmss.sali.org/RbYFWy3aL3B2HCQhVuEWyx,02 Real Property (PACER NoS),"02 Real Property (PACER NoS) refers to a category of legal cases related to disputes over ownership, use, or transfer of land and buildings, as classified by the PACER Nature of Suit (NoS) Codes."
http://lmss.sali.org/RbYM21eM0nzmumFQqi8Qgz,"""Authorized User"" Definition",
http://lmss.sali.org/RbZdfoStLWj9ovWYnXHzp5,Liability to Property Invitees,"Liability to Property Invitees refers to the legal responsibility of a property owner or occupier to ensure the safety of individuals who are invited onto their property for business purposes, such as customers or clients."
http://lmss.sali.org/RbcgitBHbd52N7nBB9Awag,Motion to Amend Answer,A Motion to Amend Answer is a formal request made to the court by a party in a legal case to modify or change their previously filed answer to the complaint or petition.
http://lmss.sali.org/RbdYPzgeJ22drauZGIGUyC,Florida County Court - Franklin County,"Florida County Court - Franklin County is a specific court within the Florida County Court system that has jurisdiction over legal matters within Franklin County, Florida."
http://lmss.sali.org/RbeimFZp3i6yBAFprCvH5m,Maritime Negligence,"Maritime Negligence refers to a legal claim for damages resulting from a failure to exercise reasonable care in maritime activities, such as shipping, navigation, or boating."
http://lmss.sali.org/RbejGAUh5KMsPa6v8S2gem,Lule Sami,"Lule Sami is a language within the Language top-level class, spoken by the Lule Sami people in Norway, Sweden, and Finland."
http://lmss.sali.org/RbhVhLJgf3BSENh65FJVWv,Minnesota District Court - Carlton County,"Minnesota District Court - Carlton County: A specific court within the Minnesota District Court system located in Carlton County, responsible for administering legal proceedings within its jurisdiction."
http://lmss.sali.org/RbhwFzygnSyMKmSVGPH2DO,Debtor in Possession Financing Motion,"A Debtor in Possession (DIP) Financing Motion is a request made by a bankrupt entity to obtain financing while still in possession of its assets, allowing it to continue operating during the bankruptcy process."
http://lmss.sali.org/RbiOyPPxo6ltvYXmo4YXX1,Contact DBA Name,"Contact DBA Name refers to the ""Doing Business As"" name associated with an individual, business, or organization. Unlike the legal name, the DBA name is the alias under which the person or entity operates and may be used in commercial and legal documents to identify the entity."
http://lmss.sali.org/RbjIZ3Al9OQiUhpfUesBTD,Motion to Stay Proceedings Pending Reexamination,A Motion to Stay Proceedings Pending Reexamination is a legal request to pause a court case while a reexamination of a patent or trademark is conducted.
http://lmss.sali.org/Rbjf6IGvMubNB3VG6OHa2J,Right to Audit Clause,A right to audit clause is a provision in a contract that allows one party to inspect and review the financial records of the other party to ensure compliance with the terms of the agreement.
http://lmss.sali.org/RbkhZxcSyqaKNyUivxRRpu,Breach of Contract Claims,A breach of contract claim is a legal action taken by one party against another for failing to fulfill their obligations as outlined in a contractual agreement.
http://lmss.sali.org/RbmgMZH2v4CykER8m2CutA,Necessity of Trespass,The Necessity of Trespass is a legal defense in civil litigation that allows a defendant to justify their trespass onto another's property as necessary to prevent a greater harm.
http://lmss.sali.org/RboYCFAMOgocJtQSyJXS0q,Bad Conduct Discharge,
http://lmss.sali.org/RbtV1WNadOxujT08RSDw4A,New Jersey Superior Court - Hudson County,"The New Jersey Superior Court - Hudson County is a court of general jurisdiction within the New Jersey state court system, located in Hudson County, with authority to hear and decide a wide range of legal disputes."
http://lmss.sali.org/RbtpglFvOfPBXeMAWi0o94,Ho-Chunk Nation,
http://lmss.sali.org/RburENLaZNO7R9LKFNc4gT,New York Supreme Court - Herkimer County,The New York Supreme Court - Herkimer County is a court of general jurisdiction in the state of New York that hears civil and criminal cases within Herkimer County.
http://lmss.sali.org/Rbv1HNLT3FGddLr9tkZmea,Equity Mutual Fund,"An Equity Mutual Fund is an investment fund that pools capital from multiple investors to buy a diversified portfolio of stocks or equities. The primary objective is to generate high returns through capital appreciation, dividends, or a combination of both, although these funds carry higher volatility and risk compared to debt mutual funds"
http://lmss.sali.org/RbvEeHm8jkxY6SgfxEoC0i,Tangible Assets,"Tangible assets are assets that have a physical existence (we can touch, feel, and see them) except for real estate."
http://lmss.sali.org/RbxiAoUQdDBFPTU8xNvHj2,Mississippi Office of the Attorney General,The Mississippi Office of the Attorney General is a government entity responsible for representing the state in legal matters and providing legal advice to state agencies and officials.
http://lmss.sali.org/RbzazfCvKkrSBDAVcUTnzg,Notice of Judgment,A Notice of Judgment is a written notification that officially communicates the decision and outcome of a legal case to the parties involved.
http://lmss.sali.org/Rc1XzYh0yUQ0dlagIIhv1u,Matter Percentage Shared Expenses,A Matter Percentage Shared Expenses is a type of Engagement Fee Detail that refers to the portion of expenses related to a legal matter that will be shared between the client and the law firm based on a predetermined percentage.
http://lmss.sali.org/Rc2qpqYiSBDRUfsU2AJhhD,lf_remit_address,"""Address Structure (See ADDRESS_INFO Segment below).  If not provided, then is assumed to be the same as lf_address.  
"""
http://lmss.sali.org/Rc3fpKzNOlwHWBICwHGUUn,Annual Recurring Revenue,"Annual Recurring Revenue (ARR) is a metric commonly used by subscription-based businesses to measure the total amount of predictable revenue generated from subscriptions over a one-year period. Unlike Monthly Recurring Revenue (MRR), ARR provides a longer-term view of revenue stability and is often used for strategic planning and valuation purposes."
http://lmss.sali.org/Rc5228EFUCPVV6xlzi7rTd,Use Beyond Scope of Permission,Use Beyond Scope of Permission refers to a defense strategy in civil litigation where the defendant argues that their actions were not in violation of the law because they were within the scope of their authorized permission.
http://lmss.sali.org/Rc6MjK2wfAazRnSBq3qud2,Saint Regis Mohawk Tribe,
http://lmss.sali.org/RcAwkSXDTnSdFMAo2cFLEd,Bearer,"A Bearer in legal contexts refers to an individual or entity responsible for physically transporting or delivering documents, goods, or service of process. This role requires the bearer to ensure the safe and accurate transfer of the item in question, often with a duty to provide confirmation upon successful delivery"
http://lmss.sali.org/RcBgHnPHvKadPyWn3UiQ1r,matter_funds_applied,"""Sum of all MATTER_DISC_CRED.disc_cred_amount where disc_cred equals """"MIFA""""  
"""
http://lmss.sali.org/RcC0Xr98HtjgtJoOMo3g6w,Motion to Confirm Termination or Absence of Stay,A Motion to Confirm Termination or Absence of Stay is a legal request made in bankruptcy proceedings to confirm that a stay has been terminated or does not exist.
http://lmss.sali.org/RcChLd2WJsFJqAOE9H4LfV,Document Automation Management,"Document Automation Management refers to the process of automating the creation, management, and storage of legal documents, specifically within the context of contract and document management."
http://lmss.sali.org/RcFMyoBqiU6MFHzWCgwUUm,"Administration of Housing Programs, Urban Planning, and Community Development","The Administration of Housing Programs, Urban Planning, and Community Development subsector groups government establishments primarily engaged in the administration of housing, urban planning, and community development.
"
http://lmss.sali.org/RcHdpgcfMSJQBCQBWBODPr,Negligent Exercise of Retained Control,"On a multi-employer work site, a person or entity may be civilly liable if it negligently exercised control so as to have ""affirmatively contributed in any way"" to the injury."
http://lmss.sali.org/RcKu6XW304hK2ONeNuXgkS,Pueblo,
http://lmss.sali.org/RcLuFIVZBrM4AhteZ4Jqkq,Travel Document Issuing Country,The Travel Document Issuing Country refers to the country that has issued the travel document or other identification suitable for international travel. This country is usually responsible for the traveler's consular needs and is the authority to which foreign governments will refer for identification and verification purposes
http://lmss.sali.org/RcMZgiwSAaHpqXMO4nq3sU,Implied Indemnification,"A legal concept where one party is obligated to compensate another party for damages or losses, even if there is no explicit agreement to do so, due to actions or statements that created a reasonable expectation of indemnification."
http://lmss.sali.org/RcNOyJszNQ5uDl1st0SLL5,Organized Village of Kake,
http://lmss.sali.org/RcNTXUIeabR8yZj0GiomxT,Nonacquiescence,Nonacquiescence refers to the practice where a government agency chooses not to follow or implement a court ruling that directly affects the agency's actions or policies. This may happen when the agency disagrees with the decision or believes that it only applies to the specific case and not to its general procedures or regulations.
http://lmss.sali.org/RcP9tLiIhGT0pZaCrB0Qih,Contract Duration Clause,A Contract Duration Clause is a provision in a contract that specifies the length of time that the contract will remain in effect.
http://lmss.sali.org/RcPmc5tXDkOmcv3W8TxwTO,Real Estate Investor,"Entities or individuals that invest in real property, either directly or through a real estate investment trust (REIT)."
http://lmss.sali.org/RcR2xKteHARvohhigcdAjx,Seating Claim,"A seating claim is a legal action initiated by an employee against their employer for not providing reasonable seating to employees who perform tasks that can be done while seated. The claim typically arises when an employer does not comply with applicable laws, which require employers to provide seating to employees when the nature of their work reasonably permits the use of seats. Employers can face liability for failing to provide seating when required, which can result in physical discomfort or injury to employees who are required to stand for long periods of time."
http://lmss.sali.org/RcR3bv1hvkJ6eLZsLcmaFY,Closing Arguments / Summation,Closing Arguments/Summation is a trial event where each party presents their final arguments to the jury or judge before a verdict is reached.
http://lmss.sali.org/RcRpGHlBPQA4Z6MaK5qMF8,No Default Clause,"A ""No Default Clause"" is a provision in a contract that specifies that neither party can be considered in default unless a specific event or condition occurs, as defined in the contract."
http://lmss.sali.org/RcS1UIoBII6T64BpylJueo,Arkansas Circuit Court - Little River Cty.,"A court located in Little River County, Arkansas that has jurisdiction over certain legal matters within its geographical area."
http://lmss.sali.org/RcTA2iQmrtqOnX3WrjJIp8,Lawyer,"A lawyer is a legal professional who provides legal advice and representation to clients in various legal matters, including litigation, transactions, and regulatory compliance."
http://lmss.sali.org/RcUQjieg6jZJk6oJvLLsSh,Appointment of Successor Trustee Clause,An Appointment of Successor Trustee Clause is a provision in a contract that designates a person or entity to take over as trustee in the event that the original trustee is unable or unwilling to continue serving.
http://lmss.sali.org/RcUv6cuttcRWxmaQw6M1N4,Social Rights,"Social rights are the rights that focus on ensuring individuals have access to essential social services and protections, such as healthcare, education, and housing. Often considered a subset of economic rights, social rights aim to provide a safety net and foster social cohesion, and they may be protected by international treaties as well as national laws."
http://lmss.sali.org/RcVabDAyOfCmuIYjaqoxHf,Tax and Revenue Law,"Law which deals with the constitutional, common-law, statutory, tax treaty, and regulatory rules that constitute the law applicable to taxation."
http://lmss.sali.org/RcW4pUMnXuufMtnyvdX0dB,M&A Supplemental Agreement,
http://lmss.sali.org/RccxQ21LARDiCtG8SaB-ABw,L632 Scanning - Hard Copy,"Includes OCR, production of metadata, and other services involved around scanning"
http://lmss.sali.org/Rcfgxuij0em7k0pjQKFJCm,Recreational Immunity,"Recreational immunity exists as a defense for owners and/or occupiers of land as long as the plaintiff's recreational use was uninvited, used without fee, and there was no unreasonable risks that the owner/occupier should have known or knew existed."
http://lmss.sali.org/Rcg25mdkNuZujwumYxjJUt,New York City Court - New Rochelle,A court located in New Rochelle that operates under the jurisdiction of the New York City Court.
http://lmss.sali.org/Rchk64a0YSX6o4ZBkwLz3GA,TR699 Other Trademark Prosecution - International,"Use only for trademark prosecution activities in connection with applications that are (""international"") filed outside the home country or region of the applicant, and that can not be included under a previous code, or as instructed by the client."
http://lmss.sali.org/Rchny3YFXoQyenv6XUbyo0,Trial Events,"Trial Events refer to the specific events that occur during a trial, such as opening statements, witness testimony, and the receipt of a verdict."
http://lmss.sali.org/RcjE7ZFthlfdvlhZ5GCJyj,Spousal Support Claim,"A Spousal Support Claim is a legal request made by one spouse to receive financial assistance from the other spouse following a divorce or separation. This claim is typically based on factors such as income disparity, the length of the marriage, and each spouse's financial needs and contributions during the marriage. Spousal support, also known as alimony, is designed to provide financial support to the lower-earning spouse to help them maintain their standard of living or become financially independent."
http://lmss.sali.org/Rck2jHWol8s1ZYn5aZWzk,Arkansas Circuit Court - Pike Cty.,"A court located in Pike County, Arkansas that has jurisdiction over certain legal matters within its geographical boundaries."
http://lmss.sali.org/Rco6IwncDRI2APcwt3kC7aA,WC410 Fact Witnesses,"Preparing for examination of witness, Interview/meeting with witness, Preparing for cross-examination of witness, Review & analysis of deposition/trial transcripts"
http://lmss.sali.org/RcutwK5AAUoSsZbULJMTlE,Delaware Justice of the Peace Court,The Delaware Justice of the Peace Court is a court within the Delaware State Courts system that has jurisdiction over civil and criminal cases involving minor offenses and disputes.
http://lmss.sali.org/RcwSTa6ZMTuG8LfCIF2UPTg,X401 Subscription Fee,"Delivery of information via a subscription fee as opposed to a per user license fee or on a transaction basis. Indicate # of subscriptions as units; if different rates depending on type of subscription, split into multiple expense lines by rate."
http://lmss.sali.org/Rcwn8msRtDqTFPXcgrpN7A,Trademark Dilution,"Trademark Dilution is a legal claim that arises when a party uses a similar or identical trademark to another party's famous mark, causing a likelihood of dilution of the distinctive quality of the famous mark."
http://lmss.sali.org/RcyQuaYdvmOmAVROvfH6sk,Impounding Property to Pay Debt,"The concept of ""Impounding Property to Pay Debt"" refers to the legal process of seizing and holding property as collateral to satisfy a debt owed by the property owner, typically in cases of equitable claims."
http://lmss.sali.org/RczOdaNZnrQz9v0Xg2QO2z,Bank Leaving Funds Transfer Incomplete,"When a bank fails to complete a funds transfer initiated by a customer before the customer closes their account or withdraws their authorization, resulting in the funds not being transferred, and potentially causing financial harm to the customer."
http://lmss.sali.org/Rd2J0V6Magzui25PaTTJ5n,Promissory Fraud,"The concept of Promissory Fraud refers to a type of fraudulent misrepresentation where a party makes a promise with no intention of keeping it, in order to induce another party to enter into a contract or take some other action to their detriment."
http://lmss.sali.org/Rd5U9LwpXnyPC2FrSlAVBv,Sanctions,"A penalty or punishment imposed by a court or other authority for a violation of a law or rule, typically involving a fine or other restriction on one's rights or freedoms."
http://lmss.sali.org/Rd5clbkJCCyveddDZeKasF,Certified Rent Roll Clause,A Certified Rent Roll Clause is a provision in a contract that requires the landlord to provide a verified list of current tenants and their corresponding rental rates.
http://lmss.sali.org/Rd6d52FIPIZIR9a2kpeRIX,Motion to Obtain Oral Argument,"A Motion to Obtain Oral Argument is a formal request made to a court by a party in a legal case, asking for the opportunity to present their arguments orally before the court."
http://lmss.sali.org/Rd6ivGOMbi4Slsu4ynPmMX,Health Law,"Law, rules, regulations and other jurisprudence among providers, payers and vendors to the health care industry and its patients; and (2) delivery of health care services; all with an emphasis on operations, regulatory and transactional legal issues."
http://lmss.sali.org/Rd6rlGxjcbQzQWgXAt9W99,Arkansas District Court - Polk Cty.,"A court located in Polk County, Arkansas that has jurisdiction over certain legal matters within its designated geographic area."
http://lmss.sali.org/Rd7SEdMPotzsTi07TwzfLC,tax_invoice_cl_id,The tax id number for the INVOICE.tax_invoice_cl_name.
http://lmss.sali.org/Rd7mI21yCQiuGOJvIlaD6bA,P210 Corporate Review,"This task includes all fact investigation/due diligence from a corporate perspective, such as structural reviews, material contract reviews, SEC filing reviews, financing document reviews, and industry information reviews."
http://lmss.sali.org/Rd7uelGFqCTWSgf9lWki5N,Privacy Claims,"A Privacy Claim is a civil claim that seeks to protect an individual's right to privacy, including claims related to the unauthorized disclosure of personal information, invasion of privacy, and violations of confidentiality by healthcare providers."
http://lmss.sali.org/RdCJd93cSeUss1HJN1FovI,Order of Precedence Clause,An Order of Precedence Clause is a provision in a contract that establishes the hierarchy of conflicting terms and conditions within the agreement.
http://lmss.sali.org/RdCaE5AbdzRA14LR6uaN2a,Key Employee Retention Program Motion,A Key Employee Retention Program Motion (KERP) is a request made in a bankruptcy case to retain certain employees who are considered essential to the company's success during the bankruptcy process.
http://lmss.sali.org/RdDsgDmqOVWWf2zEuVAPZZ,St. Croix Chippewa Indians of Wisconsin,
http://lmss.sali.org/RdGrvx8AiO0pwZ36WdxKD,"""Consolidated Fixed Charges Coverage Ratio"" - Bond Indenture",
http://lmss.sali.org/RdHBcoe2oMWOdVXMaabOEj,California Superior Court - Contra Costa Cty.,"A court of general jurisdiction in Contra Costa County, California, with the power to hear and decide a wide range of legal cases within its geographical jurisdiction."
http://lmss.sali.org/RdHNVu3S41EC7ErsT5HcPR,Alturas Indian Rancheria,
http://lmss.sali.org/RdIpoQFFV2Z2rT6sRnky3I,Galician,"Galician is a written or spoken structured system of communication that consists of grammar and vocabulary, and is a specific language within the context of legal matters."
http://lmss.sali.org/RdJDlUZrfYfSbM98VLIiQx,New York Supreme Court - Hamilton County,"The New York Supreme Court - Hamilton County is a specific court within the New York Supreme Court system, located in Hamilton County."
http://lmss.sali.org/RdJQsU95Vq3NCs4Q7326F5,Idea Misappropriation,"The unauthorized use or theft of someone else's original idea, without their permission or compensation, which can be claimed as a violation of intellectual property rights."
http://lmss.sali.org/RdJXzcAmlfZcyYjgz46UzE,Approval Representation,"A representation made by a party in a legal matter that confirms the approval of a particular action or decision, and is supported by legal or other professional frameworks."
http://lmss.sali.org/RdKe12V6USIhAGro6ClSBH,Statutory Deductions Clause,"A Statutory Deductions Clause is a provision in a contract that requires the employer to deduct certain amounts from an employee's pay, such as taxes and social security contributions, as required by law."
