Clause Heading,Clause Content
governing law and jurisdiction,"This Release Agreement shall be governed by and construed in accordance with the laws and judicial decisions of the State of Pennsylvania, without regard to its principles of conflicts of laws."
governing law and jurisdiction,"This Release Agreement shall be governed by and construed in accordance with the laws and judicial decisions of the State of Pennsylvania, without regard to its principles of conflicts of laws."
right to audit,"Purchaser may, at its sole cost and expense, engage a third-party certified public accountant to perform audits of the books and records of the Property, including the historical financial statements of the Property, which audits shall include all disclosures required by generally accepted accounting principles and the Securities and Exchange Commission regulations, specifically in accordance with Section 3.05 of Regulation S-X and all related rules and regulations thereof. Seller shall and shall use commercially reasonably efforts to cause the Existing Manager to cooperate in connection with the performance of such audits and shall provide all information reasonably requested by such accountants. In connection with such audits, Seller and Existing Manager shall provide the accountants performing such audits with appropriate representation letters in accordance with American Institute of Public Accountants professional standards."
right to audit,"Consultant will keep complete records and accounts from which may be determined the actual cost of Services provided under this Agreement.  Such records and accounts will be open for inspection, examination, audit and copying by the Company or its designated representatives at all reasonable times.  Consultant will keep and preserve all such records and accounts throughout the Term and for a period of one year after the termination of this Agreement."
right to audit,"Consultant will keep complete records and accounts from which may be determined the actual cost of expenses incurred under this Agreement.  Such records and accounts will be open for inspection, examination, audit and copying by the Company or its designated representatives at all reasonable times.  Consultant will keep and preserve all such records and accounts throughout the Term and for a period of one year after the termination of this Agreement."
right to audit,"If Owners request verification of Contractor’s Costs claimed by Contractor [***] or for any Work performed or provided on a Time and Materials Basis, Owners or Owners’ independent auditor shall examine and audit Contractor’s records and books related to those costs and provide a report to Owners. Owners’ audit right also shall apply to Contractor’s books and records that pertain to any Change Order or to [***]. Such audit will be conducted during business hours and provide each Owner with a reasonable opportunity to verify that all costs and charges have been properly invoiced in accordance with the terms of this Agreement. Owners shall not be entitled to audit any information that would enable Owners to determine the make-up of any lump sum, or any fixed or established amounts, rates or multipliers permitted under this Agreement [***]; provided, however that Owners shall be permitted such information for the limited purposes of determining [***]. If an audit by the auditor reveals charges to or paid by Owners as charges or fees which are incorrectly charged, then Owners shall be entitled upon demand for a refund from Contractor of such plus interest since the date of payment of the over-charges at a rate equal to the Prime Rate plus one percent (1%). Likewise, if an audit or if an examination by any state or local taxing agency reveals additional Sales Tax to be imposed upon Contractor for under collection of tax from Owners on a taxable sale, then Contractor shall be entitled, upon demand, for a refund from Owners of all such amounts actually paid, subject to the following proviso: Contractor acknowledges and agrees that Owners will remit any and all Sales Tax due to the State of Georgia or any taxing jurisdiction thereof directly to the Georgia Department of Revenue (“DOR”) pursuant to a “Direct Pay Permit” issued to Owners by the DOR, which Owners shall also provide to Contractor, thereby relieving Contractor of any obligation to collect and remit such Sales Tax in Georgia. In the event that the DOR or any other Georgia taxing authority attempts to collect Sales Tax from Contractor with respect to any taxable sale to Owners, Contractor shall notify Owners of same and Owners shall provide to Contractor and the Georgia taxing jurisdiction evidence of payment of such Sales Tax pursuant to the Direct Pay Permit. Should such taxing jurisdiction continue to pursue the collection of such Sales Tax from Contractor notwithstanding the receipt of evidence from Owners that such Sales Tax has been paid, Owners shall have right, but not the obligation, to contest Contractor’s liability for such Sales Tax on Contractor’s behalf in any administrative or judicial proceedings that may arise with respect thereto. Notwithstanding anything in this Section to the contrary, Owners shall not be restricted from any audit rights that they are required to have in order to comply with applicable Laws, including without limitation the requirements of the NRC."
right to audit,"During the term of this Agreement and not more than once per year (unless circumstances warrant additional audits as described below), Servicer may audit the Asset Representations Reviewer’s policies, procedures and records that relate to the performance of the Asset Representation Reviewer under this Agreement to ensure compliance with this Agreement upon at least ten (10) Business Days’ notice. Notwithstanding the foregoing, the parties agree that Servicer may conduct an audit at any time, in the event of (i) audits required by Servicer’s governmental or regulatory authorities, (ii) investigations of claims of misappropriation, fraud, or business irregularities of a potentially criminal nature, or (iii) Servicer reasonably believes that an audit is necessary to address a material operational problem or issue that poses a threat to Servicer’s business."
business interruption,"Borrower shall keep (or cause to be kept) the Projects insured against damage by fire and the other hazards covered by a standard extended coverage and all-risk insurance policy for the full insurable value thereof on a replacement cost claim made basis with a deductible not to exceed $25,000, except for wind/named storms and earthquake, which shall not provide for a deductible in excess of five percent (5%) of the total insurable value of the Project, without reduction, in any case, for depreciation or co-insurance and without any exclusions or reduction of policy limits for acts of domestic and foreign terrorism and other specified action/inaction, and shall maintain boiler and machinery insurance, acts of domestic and foreign terrorism endorsement coverage and such other casualty insurance as reasonably required by Administrative Agent, and, if Borrower changes insurance carriers while the Loan is outstanding, Borrower shall provide coverage for an extended reporting period in form and substance acceptable to Administrative Agent. Administrative Agent reserves the right to require from time to time the following additional insurance: flood; earthquake/sinkhole; windstorm; worker’s compensation; and/or building law or ordinance. Borrower shall keep a Project insured against loss by flood if such Project is located currently or at any time in the future in an area identified by the Federal Emergency Management Agency as an area having special flood hazards and in which flood insurance has been made available under the National Flood Insurance Act of 1968, the Flood Disaster Protection Act of 1973 or the National Flood Insurance Reform Act of 1994 (as such acts may from time to time be amended) in an amount at least equal to the lesser of (i) the portion of the Loan allocated to such Project by Administrative Agent, acting in its reasonable discretion or (ii) the maximum limit of coverage available under said acts. Any such flood insurance policy shall be issued in accordance with the requirements and current guidelines of the Federal Insurance Administration. Borrower shall maintain business interruption insurance, including use and occupancy, rental income loss and extra expense, for all periods covered by Borrower’s property insurance for a limit equal to twelve (12) calendar months’ exposure, all without any exclusions or reduction of policy limits for acts of domestic and foreign terrorism or other specified action/inaction. Borrower shall not maintain any separate or additional insurance which is contributing in the event of loss unless it is properly endorsed and otherwise reasonably satisfactory to Administrative Agent in all respects. The proceeds of insurance paid on account of any damage or destruction to any Project shall be paid to Administrative Agent, on behalf of the Lenders, to be applied as provided in Section 3.2."
costs,Each party shall  pay at Closing its own Brokerage and Attorneys' fees incurred in connection with the sale of the Assets to Buyer.
costs,"The Borrower agrees to pay to the Bank on demand all reasonable third-party costs, fees and expenses (including without limitation reasonable attorneys fees and legal expenses) incurred or accrued by the Bank in connection with the negotiation, preparation, execution, delivery, filing, recording and administration of this Agreement, the Note, the Mortgage and. the other Loan Documents, or any amendment, waiver, consent or modification thereto or thereof, or any enforcement thereof The Borrower. further agrees that all such fees and expenses shall be paid regardless of whether or not the transactions provided for in this Agreement are eventually closed and regardless of whether or not any or all sums evidenced by the Note are advanced to the Borrower by the Bank."
costs,"For any Person, any claims, losses, damages, penalties, fines, forfeitures, reasonable and necessary legal fees and related costs, judgments, and other costs and expenses of such Person."
costs,"For any Person, any claims, losses, damages, penalties, fines, forfeitures, reasonable and necessary legal fees and related costs, judgments, and other costs and expenses of such Person."
costs,"For any Person, any claims, losses, damages, penalties, fines, forfeitures, reasonable and necessary legal fees and related costs, judgments, and other costs and expenses of such Person."
costs,"The Purchaser shall pay any commissions due its salesmen, the legal fees and expenses of its attorneys and the costs and expenses associated with the Custodian.  The Seller shall be responsible for reasonable costs and expenses associated with any preparation and recording of the initial Assignments of Mortgage.  All other costs and expenses incurred in connection with the transfer and delivery of the Mortgage Loans, including fees for title policy endorsements and continuations and the Seller's attorney fees, shall be paid by the Seller."
costs,"For any Person, any claims, losses, damages, penalties, fines, forfeitures, reasonable and necessary legal fees and related costs, judgments, and other costs and expenses of such Person."
costs,"The Purchaser shall pay any commissions due its salesmen, the legal fees and expenses of its attorneys and the costs and expenses associated with the Custodian. The Seller shall be responsible for reasonable costs and expenses associated with any preparation and recording of the initial Assignments of Mortgage. All other costs and expenses incurred in connection with the transfer and delivery of the Mortgage Loans, including fees for title policy endorsements and continuations and the Seller's attorney fees, shall be paid by the Seller."
costs,"The Purchaser shall pay any commissions due its salesmen, the legal fees and expenses of its attorneys and the costs and expenses associated with the Custodian.  The Seller shall be responsible for reasonable costs and expenses associated with any preparation and recording of the initial Assignments of Mortgage.  All other costs and expenses incurred in connection with the transfer and delivery of the Mortgage Loans, including fees for title policy endorsements and continuations and the Seller's attorney fees, shall be paid by the Seller."
costs,"For any Person, any claims, losses, damages, penalties, fines, forfeitures, reasonable and necessary legal fees and related costs, judgments, and other costs and expenses of such Person."
costs,"For any Person, any claims, losses, damages, penalties, fines, forfeitures, reasonable and necessary legal fees and related costs, judgments, and other costs and expenses of such Person."
costs,"The Purchaser shall pay any commissions due its salesmen, the legal fees and expenses of its attorneys and the costs and expenses associated with the Custodian. The Seller shall be responsible for reasonable costs and expenses associated with any preparation and recording of the initial Assignments of Mortgage. All other costs and expenses incurred in connection with the transfer and delivery of the Mortgage Loans, including fees for title policy endorsements and continuations and the Seller's attorney fees, shall be paid by the Seller."
costs,"It is the intent of the Company that Beneficiary not be required to incur the expenses associated with the enforcement of his rights under this Agreement by litigation or other legal action because the cost and expense thereof would substantially detract from the benefits intended to be extended to Beneficiary hereunder. Accordingly, the Company shall be solely responsible for paying (i) all the costs of making the determination required by Section 6 hereof, including, but not limited to, the costs of legal counsel, proxy solicitations, and judicial determinations, (ii) any cost or expenses (including attorney fees and disbursements) incurred by Beneficiary in cooperating with the person, persons, or entity making such determination (irrespective of the determination as to the Beneficiary's entitlement to indemnification), (iii) all reasonable expenses incurred by Beneficiary to enforce this Agreement, including, but not limited to, the costs incurred by Beneficiary to obtain court-ordered indemnification pursuant to Section 8, regardless of the outcome of any such application or proceeding (so long as Beneficiary has acted in good faith), and (iv) all costs of defending any suits or investigation or proceedings challenging payments to Beneficiary under this Agreement or challenging the validity of or seeking to declare this Agreement void or unenforceable (so long as Beneficiary has acted in good faith)."
costs,"For any Person, any claims, losses, damages, penalties, fines, forfeitures, reasonable and necessary legal fees and related costs, judgments, and other costs and expenses of such Person."
costs,"For any Person, any claims, losses, damages, penalties, fines, forfeitures, reasonable and necessary legal fees and related costs, judgments, and other costs and expenses of such Person."
costs,"For any Person, any claims, losses, damages, penalties, fines, forfeitures, reasonable and necessary legal fees and related costs, judgments, and other costs and expenses of such Person."
costs,"For any Person, any claims, losses, damages, penalties, fines, forfeitures, reasonable and necessary legal fees and related costs, judgments, and other costs and expenses of such Person."
costs,"For any Person, any claims, losses, damages, penalties, fines, forfeitures, reasonable and necessary legal fees and related costs, judgments, and other costs and expenses of such Person."
costs,"For any Person, any claims, losses, damages, penalties, fines, forfeitures, reasonable and necessary legal fees and related costs, judgments, and other costs and expenses of such Person."
costs,"For any Person, any claims, losses, damages, penalties, fines, forfeitures, reasonable and necessary legal fees and related costs, judgments, and other costs and expenses of such Person."
costs,"The Purchaser shall pay any commissions due its salesmen, the legal fees and expenses of its attorneys and the costs and expenses associated with the Custodian.  The Seller shall be responsible for reasonable costs and expenses associated with any preparation and recording of the initial Assignments of Mortgage.  All other costs and expenses incurred in connection with the transfer and delivery of the Mortgage Loans, including fees for title policy endorsements and continuations and the Seller's attorney fees, shall be paid by the Seller."
costs,"The Purchaser shall pay any commissions due its salesmen, the legal fees and expenses of its attorneys and the costs and expenses associated with the Custodian.  The Seller shall be responsible for reasonable costs and expenses associated with any preparation and recording of the initial Assignments of Mortgage.  All other costs and expenses incurred in connection with the transfer and delivery of the Mortgage Loans, including fees for title policy endorsements and continuations and the Seller's attorney fees, shall be paid by the Seller."
costs,"The Purchaser shall pay any commissions due its salesmen, the legal fees and expenses of its attorneys and the costs and expenses associated with the Custodian.  The Seller shall be responsible for reasonable costs and expenses associated with any preparation and recording of the initial Assignments of Mortgage.  All other costs and expenses incurred in connection with the transfer and delivery of the Mortgage Loans, including fees for title policy endorsements and continuations and the Seller's attorney fees, shall be paid by the Seller."
costs,"For any Person, any claims, losses, damages, penalties, fines, forfeitures, reasonable and necessary legal fees and related costs, judgments, and other costs and expenses of such Person."
costs,"For any Person, any claims, losses, damages, penalties, fines, forfeitures, reasonable and necessary legal fees and related costs, judgments, and other costs and expenses of such Person."
costs,"For any Person, any claims, losses, damages, penalties, fines, forfeitures, reasonable and necessary legal fees and related costs, judgments, and other costs and expenses of such Person."
costs,"The Purchaser shall pay any commissions due its salesmen, the legal fees and expenses of its attorneys and the costs and expenses associated with the Custodian.  The Seller shall be responsible for reasonable costs and expenses associated with any preparation and recording of the initial Assignments of Mortgage.  All other costs and expenses incurred in connection with the transfer and delivery of the Mortgage Loans, including fees for title policy endorsements and continuations and the Seller's attorney fees, shall be paid by the Seller."
costs,"For any Person, any claims, losses, damages, penalties, fines, forfeitures, reasonable and necessary legal fees and related costs, judgments, and other costs and expenses of such Person."
costs,"For any Person, any claims, losses, damages, penalties, fines, forfeitures, reasonable and necessary legal fees and related costs, judgments, and other costs and expenses of such Person."
costs,"For any Person, any claims, losses, damages, penalties, fines, forfeitures, reasonable and necessary legal fees and related costs, judgments, and other costs and expenses of such Person."
costs,"For any Person, any claims, losses, damages, penalties, fines, forfeitures, reasonable and necessary legal fees and related costs, judgments, and other costs and expenses of such Person."
costs,"For any Person, any claims, losses, damages, penalties, fines, forfeitures, reasonable and necessary legal fees and related costs, judgments, and other costs and expenses of such Person."
costs,"For any Person, any claims, losses, damages, penalties, fines, forfeitures, reasonable and necessary legal fees and related costs, judgments, and other costs and expenses of such Person."
costs,"The Parties shall each bear their own costs, attorneys' fees and other fees incurred in connection with the preparation of this Agreement."
costs,"Contemporaneous with the execution and delivery hereof, Borrower shall pay, or cause to be paid, all costs and expenses incident to the preparation hereof and the consummation of the transactions specified herein, including without limitation title insurance policy and/or endorsement charges, recording fees, and reasonable fees and expenses of legal counsel to Lender. Release . Alterra and Borrower hereby release, remise, acquit and forever discharge Lender, together with its employees, agents, representatives, consultants, attorneys, fiduciaries, participants, servants, officers, directors, partners, predecessors, successors and assigns, subsidiary corporations, parent corporations, and related corporate divisions (all of the foregoing hereinafter called the "" Released Parties ""), from any and all actions and causes of action, judgments, executions, suits, debts, claims, demands, liabilities, obligations, damages and expenses of any and every character, known or unknown, direct and/or indirect, at law or in equity, of whatsoever kind or nature, whether heretofore or hereafter accruing, for or because of any matter or things done, omitted or suffered to be done by any of the Released Parties prior to and including the date hereof, and in any way directly or indirectly arising out of or in any way connected to this Agreement, the Master Loan Agreement, t he Notes, the Mortgages, the Assignments, or any other Loan Document, or any of the transactions associated therewith, or the Mortgaged Properties, including specifically but not limited to claims of usury, REGARDLESS OF WHETHER THE MATTER RELEASED IS THE RESULT OF THE NEGLIGENCE OF ONE OR MORE OF THE RELEASED PARTIES."
costs,"The Purchaser shall pay any commissions due its salesmen and the legal fees and expenses of its attorneys and expenses of its custodian. All other costs and expenses incurred in connection with the transfer and delivery of the Mortgage Loans, including recording fees, fees for title policy endorsements and continuations and the Seller's attorney's fees, shall be paid by the Seller."
costs,"The Purchaser shall pay any commissions due its salesmen and the legal fees and expenses of its attorneys and expenses of its custodian. All other costs and expenses incurred in connection with the transfer and delivery of the Mortgage Loans, including recording fees, fees for title policy endorsements and continuations and the Seller's attorney's fees, shall be paid by the Seller."
costs,"For any Person, any claims, losses, damages, penalties, fines, forfeitures, reasonable and necessary legal fees and related costs, judgments, and other costs and expenses of such Person."
costs,"For any Person, any claims, losses, damages, penalties, fines, forfeitures, reasonable and necessary legal fees and related costs, judgments, and other costs and expenses of such Person."
costs,"The Parties shall each bear their own costs, attorneys’ fees and any other fees incurred in connection with the preparation of this Agreement.   15.     ARBITRATION .    THE PARTIES AGREE THAT ANY AND ALL DISPUTES ARISING OUT OF THE TERMS OF THIS AGREEMENT, THEIR INTERPRETATION, AND ANY OF THE MATTERS HEREIN RELEASED, SHALL BE SUBJECT TO ARBITRATION IN SANTA CLARA COUNTY, BEFORE THE AMERICAN ARBITRATION ASSOCIATION UNDER ITS NATIONAL RULES FOR THE RESOLUTION OF EMPLOYMENT DISPUTES AND CALIFORNIA LAW, OR BY A JUDGE TO BE MUTUALLY AGREED UPON. THE ARBITRATOR MAY GRANT INJUNCTIONS AND OTHER RELIEF IN SUCH DISPUTES. THE DECISION OF THE ARBITRATOR SHALL BE FINAL, CONCLUSIVE AND BINDING ON THE PARTIES TO THE ARBITRATION. THE PARTIES AGREE THAT THE PREVAILING PARTY IN ANY ARBITRATION SHALL BE ENTITLED TO INJUNCTIVE RELIEF IN ANY COURT OF COMPETENT JURISDICTION TO ENFORCE THE ARBITRATION AWARD. THE PARTIES EXPRESSLY ACKNOWLEDGE THAT THEY ARE WAIVING ANY RIGHT TO A JURY TRIAL FOR ANY AND ALL CLAIMS COVERED BY THIS AGREEMENT.   16.     Authority .    The Company represents and warrants that the undersigned has the authority to act on behalf of the Company and to bind the Company and all who may claim through it to the terms and conditions of this Agreement. Employee represents and warrants that he has the capacity to act on his own behalf and on behalf of all who might claim through him to bind them to the terms and conditions of this Agreement. Each Party warrants and represents that there are no liens or claims of lien or assignments in law or equity or otherwise of or against any of the claims or causes of action released herein.   17.     Returning Company Property .    Employee agrees that no later than the Effective Date, he will deliver to the Company (and will not keep in his possession, recreate or deliver to anyone else) any and all devices, records, data, notes, reports, proposals, lists, correspondence, specifications, drawings, blueprints, sketches, materials, equipment, other documents or property, or reproductions of any aforementioned items developed or acquired by him or provided to him in connection with his employment with the Company or otherwise belonging to the Company, its successors or assigns.   18.     No Representations .    Each Party represents that it has consulted with an attorney, and has carefully read and understands the scope and effect of the provisions of this Agreement. In entering into this Agreement, neither Party has relied upon any representations or statements made by the other Party hereto which are not specifically set forth in this Agreement.   19.     Severability .    In the event that any provision, or any portion thereof, becomes or is declared by a court of competent jurisdiction to be illegal, unenforceable or void, this Agreement shall continue in full force and effect without the provision or portion of the provision."
representation and warranties,The representations and warranties contained in this Agreement shall be true on and as of the Closing Date with the same force and effect as though such representations and warranties had been made on and as of the Closing Date. Such representations and warranties shall survive the Closing Date and shall remain operative in full force and effect for the period of time set forth in Section 17.8(a) hereof regardless of any investigation at any time made by or on behalf of Guardian and shall not be deemed merged in any document or instruction so executed and/or delivered by Vairex.
representation and warranties,"Executive hereby represents and warrants that (i) he is free to enter into this Agreement and that he is not subject to any obligations or disabilities which will or might prevent him or interfere with his keeping and performing all of the agreements, covenants, and conditions to be kept or performed hereunder, and (ii) he has not heretofore assigned or transferred to any person not a party to this Agreement any released matter or any part or portion thereof and he shall defend, indemnify, and hold harmless the Company from and against any claim (including the payment of attorneys’ fees and costs actually incurred whether or not litigation is commenced) based on or in connection with or arising out of any such assignment or transfer made, purported, or claimed."
representation and warranties,"Each of the representations and warranties of Buyer contained in this Agreement or the Ancillary Agreements shall be true and correct in all material respects on the Closing Date as though made on the Closing Date, except for changes therein specifically permitted by this Agreement or the Ancillary Agreements, and Buyer shall have delivered a certificate confirming the foregoing."
representation and warranties,"The representations and warranties set forth in the Credit Agreement are, after giving effect to this Amendment, true and correct in all material respects as if made on and as of the date hereof, except as they may specifically relate to an earlier date, in which case they are true and correct in all material respects as of such earlier date."
representation and warranties,"The representations and warranties set forth in the Credit Agreement are, after giving effect to this Amendment, true and correct in all material respects as if made on and as of the date hereof, except as they may specifically relate to an earlier date, in which case they are true and correct in all material respects as of such earlier date."
representation and warranties,"The representations and warranties of each of the Guarantors and the Borrower contained in the Credit Agreement and the other Loan Documents were true and correct in all material respects as of the date when made and continue to be true and correct in all material respects on the date hereof, except to the extent of changes resulting from transactions contemplated or permitted by the Credit Agreement and the other Loan Documents and changes occurring in the ordinary course of business that singly or in the aggregate are not materially adverse to the Guarantors and the Borrower, taken as a whole, or to the extent that such representations and warranties relate expressly to an earlier date."
representation and warranties,"The Company represents and warrants that, after giving effect to the provisions of this Amendment, (a) each of the representations and warranties made by the Company in Article VI of the Credit Agreement are true in all material respects on and as of the date hereof as if made on and as of such date, except to the extent that such representations and warranties refer to an earlier date, in which case they were true in all material respects as of such earlier date and except that for this purpose only the date “December 31, 2005” in the last sentence of Section 6.02 of the Credit Agreement shall be changed to “December 31, 2007”, and (b) no Default or Event of Default has occurred and is continuing."
