Clause Heading,Clause Content
insurance,"Sublessee shall provide, as to the Subleased Premises, all liability insurance coverage as required under the terms of the Lease, and Landlord and Sublessor shall be named as loss payees, as their interest may appear. Sublessee shall furnish appropriate certificate of insurance to Sublessor and Landlord. In the event Sublessee fails or refuses to carry such insurance, Sublessor shall be entitled to purchase such insurance on Sublessee’s behalf, the cost of which shall be paid to Sublessor with the next monthly rent payment due. Each insurance policy shall contain a clause prohibiting it from being terminated or amended without providing at least thirty (30) days’prior written notice of same to Sublessor."
insurance,"Conectiv and each of Conectiv's Subsidiaries is, and has been continuously since January 1, 1996, insured with financially responsible insurers (or maintained self-insurance) in such amounts and against such risks and losses as are customary for companies conducting the business as conducted by Conectiv and its Subsidiaries during such time period."
insurance,"Parent and each of its Subsidiaries is, and has been continuously since January 1, 1996, insured with financially responsible insurers (or maintained self-insurance) in such amounts and against such risks and losses as are customary for companies conducting the business as conducted by Parent and its Subsidiaries during such time period."
insurance,"Conectiv shall, and shall cause its Subsidiaries, to maintain with financially responsible insurance companies (or through self-insurance not inconsistent with such party's past practice), insurance in such amounts and against such risks and losses as are customary for companies engaged in the utility industry and such other business as conducted by Conectiv and its Subsidiaries employing methods of generating electric power and fuel sources similar to those methods employed and fuels used by Conectiv and its Subsidiaries."
insurance,"Parent shall, and shall cause its Subsidiaries, to maintain with financially responsible insurance companies (or through self-insurance not inconsistent with such party's past practice), insurance in such amounts and against such risks and losses as are customary for companies engaged in the utility industry and such other businesses as conducted by Parent and its Subsidiaries employing methods of generating electric power and fuel sources similar to those methods employed and fuels used by Parent and its Subsidiaries."
insurance,"Seller maintains adequate policies of fire, liability, title, professional liability, theft, employee fidelity workers' compensation and all other forms of casualty and liability insurance. All of such policies are sufficient for compliance with all requirements of law and of all contracts, commitments and agreements of any nature to which Seller is a party, and provide coverage for property in limits of not less than the amounts sufficient to replace all property owned by Seller upon loss, with no co-insurance penalties applicable thereto. Seller is not in default under any of such policies or binders, and Seller has not failed to give any notice or to present any claim under any such policy or binder in a due and timely fashion. There are no facts upon which an insurer might be justified in reducing coverage or increasing premiums on existing policies or binders. There are no outstanding unpaid claims under any such policies or binders."
insurance,"Seller maintains adequate policies of fire, liability, title, professional liability, theft, employee fidelity workers' compensation and all other forms of casualty and liability insurance. All of such policies are sufficient for compliance with all requirements of law and of all contracts, commitments and agreements of any nature to which Seller is a party, and provide coverage for property in limits of not less than the amounts sufficient to replace all property owned by Seller upon loss, with no co-insurance penalties applicable thereto. Seller is not in default under any of such policies or binders, and Seller has not failed to give any notice or to present any claim under any such policy or binder in a due and timely fashion. There are no facts upon which an insurer might be justified in reducing coverage or increasing premiums on existing policies or binders. There are no outstanding unpaid claims under any such policies or binders."
insurance,"Seller maintains adequate policies of fire, liability, title, professional liability, theft, employee fidelity workers' compensation and all other forms of casualty and liability insurance. All of such policies are sufficient for compliance with all requirements of law and of all contracts, commitments and agreements of any nature to which Seller is a party, and provide coverage for property in limits of not less than the amounts sufficient to replace all property owned by Seller upon loss, with no co-insurance penalties applicable thereto. Seller is not in default under any of such policies or binders, and Seller has not failed to give any notice or to present any claim under any such policy or binder in a due and timely fashion. There are no facts upon which an insurer might be justified in reducing coverage or increasing premiums on existing policies or binders. There are no outstanding unpaid claims under any such policies or binders."
insurance,"Seller maintains adequate policies of fire, liability, title, professional liability, theft, employee fidelity workers' compensation and all other forms of casualty and liability insurance. All of such policies are sufficient for compliance with all requirements of law and of all contracts, commitments and agreements of any nature to which Seller is a party, and provide coverage for property in limits of not less than the amounts sufficient to replace all property owned by Seller upon loss, with no co-insurance penalties applicable thereto. Seller is not in default under any of such policies or binders, and Seller has not failed to give any notice or to present any claim under any such policy or binder in a due and timely fashion. There are no facts upon which an insurer might be justified in reducing coverage or increasing premiums on existing policies or binders. There are no outstanding unpaid claims under any such policies or binders."
insurance,"The Company shall obtain and maintain in full force and effect throughout the term of this Agreement insurance (i) of the types, coverages and amounts approved by the Operating Member and (ii) as may be prudent to carry on account of the activities of the Company and its Subsidiaries from time to time."
insurance,"Seller maintains adequate policies of fire, liability, title, professional liability, theft, employee fidelity workers' compensation and all other forms of casualty and liability insurance. All of such policies are sufficient for compliance with all requirements of law and of all contracts, commitments and agreements of any nature to which Seller is a party, and provide coverage for property in limits of not less than the amounts sufficient to replace all property owned by Seller upon loss, with no co-insurance penalties applicable thereto. Seller is not in default under any of such policies or binders, and Seller has not failed to give any notice or to present any claim under any such policy or binder in a due and timely fashion. There are no facts upon which an insurer might be justified in reducing coverage or increasing premiums on existing policies or binders. There are no outstanding unpaid claims under any such policies or binders."
insurance,"The Company has in full force and effect such insurance as is customarily maintained by companies of similar size in the same or a similar business, with respect to its businesses, properties and assets (including, without limitation, errors and omissions liability insurance), and all bonds required by ERISA and by any contract to which the Company is a party, all as listed on Schedule 3.18 hereto.  The Company is not in material default under any such insurance policy.  Immediately after giving effect to the Merger, each such insurance policy or equivalent policies will be in full force and effect with Newco as the sole owner and beneficiary of each such policy."
insurance,SCM shall maintain such reasonable insurance coverage as is appropriate against any and all liabilities which may arise in connection with the performance of its duties hereunder.
insurance,"Borrower will insure and keep insured, with insurance companies acceptable to Bank, all Collateral which is of a character usually insured by companies similarly situated and operating like properties and as may otherwise be required by Bank; and will insure such other hazards and risks with insurance companies acceptable to Bank to the extent usually insured by companies similarly situated and conducting similar businesses and as may otherwise be required by Bank.  Borrower will cause Bank to be named as an additional insured and lender's loss payee on all such insurance policies and shall cause all such policies to contain a prohibition against cancellation, modifica­tion or amendment without 30 days prior written notice to Bank.  Bank shall apply the insurance proceeds to any outstanding balance of the Loans pursuant to the Loan Documents.  In the event that there is no outstanding balance on the Loans and an Event of Default has not occurred, the insurance proceeds shall be delivered to Borrowers. Borrower will from time to time upon request of Bank furnish a certificate setting forth in summary form the nature and extent of the insurance maintained pursuant to this Paragraph 5 ."
insurance,"Maintain and keep in force, for each business in which Borrower is engaged, insurance of the types and in amounts customarily carried in similar lines of business, including but not limited to fire, extended coverage, public liability, flood, property damage and workers’ compensation, carried with companies an in amounts satisfactory to Bank, and deliver to Bank from time to time at Bank’s request schedules setting forth all insurance then in effect."
insurance,"Borrower will insure and keep insured, with insurance companies acceptable to Bank, all Collateral which is of a character usually insured by companies similarly situated and operating like properties and as may otherwise be required by Bank; and will insure such other hazards and risks with insurance companies acceptable to Bank to the extent usually insured by companies similarly situated and conducting similar businesses and as may otherwise be required by Bank.  Borrower will cause Bank to be named as an additional insured and lender's loss payee on all such insurance policies and shall cause all such policies to contain a prohibition against cancellation, modifica­tion or amendment without 30 days prior written notice to Bank.  Bank shall apply the insurance proceeds to any outstanding balance of the Loans pursuant to the Loan Documents.  In the event that there is no outstanding balance on the Loans and an Event of Default has not occurred, the insurance proceeds shall be delivered to Borrowers.  Borrower will from time to time upon request of Bank furnish a certificate setting forth in summary form the nature and extent of the insurance maintained pursuant to this Paragraph 5 ."
insurance,"Each Borrower will insure and keep insured, with insurance companies reasonably satisfactory to Bank, all tangible property owned directly or indirectly by such Borrower which is of a character usually insured by entities similarly situated and operating like properties and as may otherwise be required by Bank; and will insure such other hazards and risks (including employers' and public liability risks) with insurance companies acceptable to Bank to the extent usually insured by entities similarly situated in conducting similar businesses and as may otherwise be required by Bank.  Each Borrower will cause Bank to be named as a lender's loss payee and additional named insured on all such insurance policies and shall cause all such policies to contain a prohibition against cancellation, modification or amendment without 30 days prior written notice to Bank and, at the request of Bank, collaterally assign such insurance to Bank as additional security for the Liabilities.  Each Borrower will deliver to Bank, upon the signing of this Agreement and, at the request of Bank from time to time hereafter, a certificate evidencing Borrowers’ compliance with its obligations hereunder and/or a certificate setting forth in summary form the nature and extent of the insurance maintained pursuant to this Section."
insurance,"The Company Disclosure Schedule sets forth an accurate and complete list of all policies of property damage, liability and other forms of insurance (other than officer's and director's liability policies) that cover occurrences prior to the Closing Date and that are maintained by the Company or any of its Subsidiaries. All such policies of insurance are in full force and effect, all premiums due thereon have been paid by the Company or a Subsidiary of the Company, and the Company is otherwise in compliance in all material respects with the terms and provisions of such policies. Also set forth in the Company Disclosure Schedule is an accurate and complete list of all bonds maintained by the Company in excess of $10,000."
insurance,"The Parent and Borrower will, and will cause each of Borrower's Subsidiaries to, maintain with financially sound and reputable insurance companies insurance on all their Property in such amounts and covering such risks as is consistent with sound business practice, or as otherwise provided in the Collateral Documents, and the Borrower will furnish to any Lender upon request full information as to the insurance carried."
insurance,"Attached hereto as Schedule 3.13 is a list of all policies of fire, liability, business interruption, and other forms of insurance and all fidelity bonds held by or applicable to the Company or the Subsidiary at any time within the past three years, which schedule sets forth in respect of each such policy the policy name, policy number, carrier, term, type of coverage, deductible amount or self-insured retention amount, limits of coverage, and annual premium. No event relating to the Company or the Subsidiary has occurred which will result in a material retroactive upward adjustment of premiums under any such policies or which is likely to result in any prospective upward adjustment in such premiums. Except as disclosed on Schedule 3.13 attached hereto, there has been no material change in the type of insurance coverage maintained by the Company or the Subsidiary during the past five years which has resulted in any period during which the Company or the Subsidiary had no insurance coverage. Excluding insurance policies which have expired and been replaced, no insurance policy of the Company or the Subsidiary has been cancelled within the last three years and, to the actual knowledge of the Company and the Sellers, no threat has been made to cancel any insurance policy of the Company or the Subsidiary within such period. No pending claims made by or on behalf of the Company or the Subsidiary under such policies have been denied. All premiums payable with respect to such policies have been timely paid, or adequate arrangements for payment have been made."
insurance,"Each Debtor will maintain the Collateral in good working order, saving and excepting ordinary wear and tear, and will not permit anything to be done to the Collateral which may materially impair the value or use thereof. The Collateral Agent and each Secured Party, or representatives designated by the Collateral Agent or such Secured Party, respectively, shall be permitted to enter the premises of any Debtor and examine, audit and inspect the Collateral at any reasonable time and from time to time with reasonable prior notice; provided that such visits shall not occur more than once in any Fiscal Year, unless a Default has occurred and is in existence. Each Debtor will promptly furnish to the Collateral Agent and each Secured Party all such additional information regarding the Collateral as the Collateral Agent or such Secured Party may from time to time reasonably request. Each Debtor shall maintain insurance on the Collateral consisting of goods with reputable companies, in such amounts and against such risks as are consistent with industry standards, with loss payable to the Collateral Agent as its interests may appear. Such insurance shall not be cancelable by any Debtor, unless with the prior written consent of the Collateral Agent, or by such Debtor's insurer, unless with at least (i) 10 Domestic Business Days advance written notice to the Collateral Agent in the event of a cancellation for nonpayment of premiums or other amounts, or (ii) 30 days advance written notice to the Collateral Agent in all other events."
insurance,"Debtor will insure the Collateral with reputable and financially sound insurance companies acceptable to Secured Party, against such casualties and in such amounts as are standard in the industry and commercially reasonable or as Secured Party requires. All insurance policies must be written for the benefit of Debtor and for Secured Party as an additional insured, or in other form satisfactory to Secured Party, and such policies or certificates evidencing the same will be furnished to Secured Party. All policies of insurance must provide for written notice to Secured Party at least 10 days prior to cancellation. Risk of loss or damage is Debtor's to the extent of any deficiency in any effective insurance coverage. Secured Party is appointed Debtor's attorney-in-fact to collect any return or unearned premiums or the proceeds of such insurance and to endorse any draft or check payable to Debtor therefor. Debtor agrees that Secured Party will have a security interest in such policies and the proceeds thereof, and, if any loss should occur, then the proceeds may be applied to the payment of the Indebtedness, as Secured Party may direct. If Debtor fails to maintain any required insurance, to the extent permitted by applicable law Secured Party may (but is not obligated to) purchase single interest insurance coverage for the Collateral which insurance may at Secured Party's option (i) protect only Secured Party and not provide any remuneration or protection for Debtor directly and (ii) provide coverage only after the Indebtedness has been declared due as herein provided."
insurance,"As of the Effective Date, all premiums in respect of insurance maintained by or on behalf of CCSC and its Subsidiaries as of such date have been paid. CCSC reasonably believes that the insurance maintained by or on behalf of itself and its Subsidiaries is adequate."
insurance,"CCSC will, and will cause each of its Subsidiaries to, maintain or cause to be maintained with financially sound and responsible insurance companies (a) insurance with respect to its properties material to the business of CCSC and its Subsidiaries against such casualties and contingencies and of such types and in such amounts as is customary in the case of similar businesses operating in the same or similar locations and (b) all insurance required to be maintained pursuant to the Security Documents, and will, upon request of the Administrative Agent, furnish to each Lender at reasonable intervals a certificate of an Authorized Officer of CCSC setting forth the nature and extent of all insurance maintained by CCSC and its Subsidiaries in accordance with this Section; provided that CCSC and its Subsidiaries may self-insure to the extent customary for similarly situated corporations or partnerships engaged in the same or similar business."
insurance,"Coverage . Employee may continue insurance coverage pursuant to the Consolidated Omnibus Reconciliation Act of 1987 (""COBRA""). If Employee elects COBRA coverage, Employer will pay for the first six (6) months, or until Employee becomes covered under another insurance policy, whichever occurs first. Employee will notify Employer if Employee has become covered under another insurance policy."
insurance,"Conectiv and each of Conectiv's Subsidiaries is, and has been continuously since January 1, 1996, insured with financially responsible insurers (or maintained self-insurance) in such amounts and against such risks and losses as are customary for companies conducting the business as conducted by Conectiv and its Subsidiaries during such time period."
insurance,"Parent and each of its Subsidiaries is, and has been continuously since January 1, 1996, insured with financially responsible insurers (or maintained self-insurance) in such amounts and against such risks and losses as are customary for companies conducting the business as conducted by Parent and its Subsidiaries during such time period."
insurance,"Conectiv shall, and shall cause its Subsidiaries, to maintain with financially responsible insurance companies (or through self-insurance not inconsistent with such party's past practice), insurance in such amounts and against such risks and losses as are customary for companies engaged in the utility industry and such other business as conducted by Conectiv and its Subsidiaries employing methods of generating electric power and fuel sources similar to those methods employed and fuels used by Conectiv and its Subsidiaries."
insurance,"Parent shall, and shall cause its Subsidiaries, to maintain with financially responsible insurance companies (or through self-insurance not inconsistent with such party's past practice), insurance in such amounts and against such risks and losses as are customary for companies engaged in the utility industry and such other businesses as conducted by Parent and its Subsidiaries employing methods of generating electric power and fuel sources similar to those methods employed and fuels used by Parent and its Subsidiaries."
insurance,"Except as set forth in Schedule 5.12, all material policies of fire, liability, workers' compensation and other forms of insurance purchased or held by and insuring the Purchased Assets are in full force and effect, all premiums with respect thereto covering all periods up to and including the date as of which this representation is being made have been paid, and no notice of cancellation or termination has been received with respect to any such policy which was not replaced on substantially similar terms prior to the date of such cancellation. Except as described in Schedule 5.12, as of the date of this Agreement, neither the Seller nor any Seller Subsidiary has been refused any insurance with respect to the Purchased Assets nor has its coverage been limited by any insurance carrier to which it has applied for any such insurance or with which it has carried insurance during the last twelve (12) months."
insurance,"In connection with the global insurance coverage currently provided to FEI as a result of Philips’ majority ownership thereof, the parties agree that FEI may not participate in the Philips global insurance policies after the Triggering Date; provided however, that if the Triggering Date will occur because of a deconsolidation of FEI from the Philips group that does not result solely from Philips’ ownership interest in FEI falling below 45%, Philips (1) will provide 30 calendar days notice to FEI in advance of the deconsolidation and (2) agrees to use its best efforts to arrange with its insurance carriers for the carriers to provide interim policies in the name of FEI at FEI’s expense, which interim policies will provide substantially similar coverage for FEI for a period of six months following the Triggering Date. FEI will reimburse Philips’ reasonable costs, including internal costs at a rate of NLG 250 per hour, for assistance in arranging the interim policies."
insurance,"From and subsequent to the date when Tenant shall commence improvements upon the Leased Premises, or from and subsequent to any earlier date when Tenant shall make any actual use or occupancy of the Leased Premises, Tenant shall cause to be written a policy or policies of insurance in a form generally known as Public Liability and/or Owners’, Landlord and Tenant policies, insuring Landlord and Tenant against any and all claims and demands made by any person or persons whomsoever for injuries received in connection with the operation and maintenance of the improvements and building situated on the Leased Premises, or for any other risk insured against by such policies, each class of which policy shall be written within limits of not less than $1,000,000.00 for damages incurred or claimed by any one person, and for not less than $2,000,000.00 for damages incurred or claimed by more than one person. All such policies shall name Tenant and Landlord, as their respective interests may appear, as the insured under such policies, and the original or true copy of such policy or policies shall be delivered by Tenant to Landlord promptly upon the writing of said policy or policies, together with adequate evidence that the premiums therefor have been paid. Tenant hereby covenants and agrees with Landlord that it will at all times during the term of this lease keep insured the building and improvements situated upon the Leased Premises, and all personal property which may be subject to Landlord’s lien hereunder, in good and reputable insurance companies authorized to do business in the state where the Leased Premises are located, insuring against all loss or damage by fire, lightning, water, riot, explosion, breakage, windstorm or other casualty, the insurance to be maintained upon the improvements to be in no less than the full replacement value of the Leased Premises, to the extent that such insurance is available at commercially reasonable costs. All insurance proceeds payable under the terms of the above-described policy or policies shall be payable to Landlord. Notwithstanding anything herein to the contrary, Landlord and Tenant shall cause their respective insurance carriers to waive any and all rights of recovery, claim, action or causes of action against the other and their respective trustees, principals, beneficiaries, partners, members, officers, directors, agents, advisors, shareholders, and employees, for any loss or damage that may occur to Landlord or Tenant or any party claiming by, through or under Landlord or Tenant, as the case may be, with respect to Tenant’s property, the Leased Premises, any additions or improvements to the Leased Premises, or any contents thereof."
insurance,"Sublessee shall provide, as to the Subleased Premises, all liability insurance coverage as required under the terms of the Lease, and Landlord and Sublessor shall be named as loss payees, as their interest may appear. Sublessee shall furnish appropriate certificate of insurance to Sublessor and Landlord. In the event Sublessee fails or refuses to carry such insurance, Sublessor shall be entitled to purchase such insurance on Sublessee’s behalf, the cost of which shall be paid to Sublessor with the next monthly rent payment due. Each insurance policy shall contain a clause prohibiting it from being terminated or amended without providing at least thirty (30) days’prior written notice of same to Sublessor."
insurance,"Seller maintains adequate policies of fire, liability, title, professional liability, theft, employee fidelity workers' compensation and all other forms of casualty and liability insurance. All of such policies are sufficient for compliance with all requirements of law and of all contracts, commitments and agreements of any nature to which Seller is a party, and provide coverage for property in limits of not less than the amounts sufficient to replace all property owned by Seller upon loss, with no co-insurance penalties applicable thereto. Seller is not in default under any of such policies or binders, and Seller has not failed to give any notice or to present any claim under any such policy or binder in a due and timely fashion. There are no facts upon which an insurer might be justified in reducing coverage or increasing premiums on existing policies or binders. There are no outstanding unpaid claims under any such policies or binders."
insurance,"Obligor shall, at its own expense, maintain liability and casualty insurance with respect to its business and property with responsible and reputable insurance companies or associations satisfactory to Secured Party in such amounts and covering such risks as are acceptable to or specified by Secured Party, taking into account, among other factors, such amounts and risks as are usually carried by persons engaged in similar businesses and owning similar properties in the same general areas in which Obligor operates."
insurance,"Seller maintains adequate policies of fire, liability, title, professional liability, theft, employee fidelity workers' compensation and all other forms of casualty and liability insurance. All of such policies are sufficient for compliance with all requirements of law and of all contracts, commitments and agreements of any nature to which Seller is a party, and provide coverage for property in limits of not less than the amounts sufficient to replace all property owned by Seller upon loss, with no co-insurance penalties applicable thereto. Seller is not in default under any of such policies or binders, and Seller has not failed to give any notice or to present any claim under any such policy or binder in a due and timely fashion. There are no facts upon which an insurer might be justified in reducing coverage or increasing premiums on existing policies or binders. There are no outstanding unpaid claims under any such policies or binders."
insurance,"Attached hereto as Schedule 4.11 is a complete and correct list and summary description of all policies of insurance relating to any of the Purchased Assets or the Business in which the Company is an insured party, beneficiary or loss payable payee. Such policies are in full force and effect, all premiums due and payable with respect thereto have been paid, and no notice of cancellation or termination has been received by the Company with respect to any such policy. In the opinion of the Company, such policies cover risks normally insured against, and are in amounts normally carried, by companies engaged in similar businesses. The Company has not sustained any material loss or interference with its business from fire, storm, explosion, flood or other casualty, whether or not covered by insurance, or from any labor dispute or court of governmental action, order or decree."
insurance,"Employee agrees to cooperate with the Company in obtaining insurance on the life of Employee by submitting to physical examinations and other required procedures.  In addition to any key man insurance the Company may obtain, the Company shall obtain and keep current a life insurance policy in the amount of not less than $l,000,000 with the beneficiary to be named by the Employee."
insurance,Executive shall be entitled to the perquisites and benefits generally available to other executive employees or their families through group insurance programs sponsored by the Company.
indemnity,"Tenant agrees that it will indemnify, save, insure, defend and hold harmless Landlord and its parents, subsidiaries, affiliates, directors, officers, employees, agents, servants, attorneys and representatives from and against all claims, penalties, damages, loss, expenses, liabilities, causes of action, judgments, attorneys’ fees or costs arising from any breach of Tenant’s obligations under this Lease or any injury to person or property of any nature or kind whatsoever growing out of the use or occupation of the Leased Premises, as well as the sidewalks, steps, and areaways appurtenant thereto by Tenant as well as those claiming by through or under Tenant, whether as agents, employees, customers, clients, invitees, guests, subtenants or assignees, including the acts or omissions of any one or more of the foregoing. Landlord agrees that it will indemnify, save, insure, defend and hold harmless Tenant and its parents, subsidiaries, affiliates, directors, officers, employees, agents, servants, attorneys and representatives from and against all claims, penalties, damages, loss, expenses, liabilities, causes of action, judgments, attorneys’ fees or costs arising from any breach of Landlord’s obligations under this Lease or any injury to person or property of any nature or kind whatsoever growing out of the acts or omissions of Landlord or Landlord’s agents."
indemnity,"Sublessee shall be in exclusive control of the Subleased Premises subject to the provisions of this Agreement and of the Lease. Sublessee shall indemnify, defend and hold Landlord and Sublessor harmless from and against all claims, losses, damages, injuries to persons or property and liabilities arising from Sublessee’s breach of this Agreement, Sublessee’s breach of the Lease, and Sublessee’s possession and use of the Subleased Premises and the driveways and walkways serving the same, whether or not located on the Subleased Premises, or the use thereof by Sublessee’s agents, employees, guests and invitees. Such indemnification obligation shall survive the expiration or early termination of this Sublease. Sublessee shall be liable to Sublessor and Landlord for any damage to the Subleased Premises beyond ordinary wear and tear."
indemnity,"Each Party hereto does hereby agree to defend, indemnify and hold harmless the other Party from and against any and all costs, damages, claims, liabilities or expenses (including reasonable attorneys’ fees), arising from or resulting from any breach of the Party’s representations, warranties or covenants under this Settlement Agreement."
indemnity,"Tenant’s indemnity of Landlord as set forth in Article 20 of this Lease shall also apply with respect to any and all costs, losses, damages, injuries and liabilities related in any way to any act or omission of Tenant or Tenant’s Agents, or anyone directly or indirectly employed by any of them, or in connection with Tenant’s non-payment of any amount arising out of the Construction Items. Such indemnity by Tenant, as set forth in Article 20 of this Lease, shall also apply with respect to any and all costs, losses, damages, injuries and liabilities related in any way to Landlord’s performance of any ministerial acts reasonably necessary (i) to permit Tenant to complete the Construction Items, and (ii) to enable Tenant to obtain any building permit or certificate of occupancy for the Premises.                   4.2.2.3     Requirements of Tenant’s Agents . Each of Tenant’s Agents shall guarantee to Tenant and for the benefit of Landlord that the portion of the Construction Items for which it is responsible shall be free from any defects in workmanship and materials for a period of not less than one (1) year from the date of completion thereof . Each of Tenant’s Agents shall be responsible for the replacement or repair, without additional charge, of all work done or furnished in accordance with its contract that shall become defective within one (1) year after the later to occur of (i) completion of the work performed by such contractor or subcontractors and (ii) the Lease Commencement Date. The correction of such work shall include, without additional charge, all additional expenses and damages incurred in connection with such removal or replacement of all or any part of the Construction Items and/or common areas that may be damaged or disturbed thereby . All such warranties or guarantees as to materials or workmanship of or with respect to the Construction Items shall be contained in the Contract or subcontract and shall be written such that such guarantees or warranties shall inure to the benefit of both Landlord and Tenant, as their respective interests may appear, and can be directly enforced by either. Tenant covenants to give to Landlord any assignment or other assurances which may be necessary to effect such right of direct enforcement .                   4 . 2 . 2.4    Insurance Requirements .                                4 .2. 2.4.1     General Coverages . All of Tenant’s Agents shall carry worker’s compensation insurance covering all of their respective employees, and shall also carry public liability insurance, including property damage, all with limits, in form and with companies as are required to be carried by Tenant as set forth in Article 19 of this Lease .                                4 . 2 . 2 . 4 . 2      Special Coverages . Tenant shall carry “Builder’s All Risk” insurance in an amount approved by Landlord covering the construction of the Tenant Improvements, and such other insurance as Landlord may require, it being understood and agreed that the Tenant Improvements shall be insured by Tenant pursuant to Article 19 of this Lease immediately upon completion thereof .                                4.2.2. 4. 3     General Terms . Certificates for all insurance carried pursuant to this Section 4.2.2.4 shall be delivered to Landlord before the commencement of construction of any Construction  Items and before the Contractor’s equipment is moved onto the site. All such policies of insurance must contain a provision that the company writing said policy will give Landlord thirty (30) days prior written notice of any cancellation or lapse of the effective date or any reduction in the amounts of such insurance. In the event that any Construction Items are damaged by any cause during the course of the construction thereof, Tenant shall immediately repair the same at Tenant’s sole cost and expense . Tenant’s Agents shall maintain all of the foregoing insurance coverage in force until the Construction Items are fully completed and accepted by Landlord. All policies carried under this Section 4.2.2.4 shall insure Landlord and Tenant, as their interests may appear, as well as Contractor and Tenant’s Agents. All insurance, except Workers’ Compensation, maintained by Tenant’s Agents shall preclude subrogation claims by the insurer against anyone insured thereunder. Such insurance shall provide that it is primary insurance as respects the owner and that any other insurance maintained by owner is excess and non contributing with the insurance required hereunder. The requirements for the foregoing insurance shall not derogate from the provisions for indemnification of Landlord by Tenant under Section 4.2.2 . 2 of this Work Letter Agreement. Tenant shall, prior to commencement of construction of any Construction Items, obtain a lien and completion bond or some alternate form of security satisfactory to Landlord in an amount sufficient to ensure the lien-free completion of the Tenant Improvements, naming Landlord as a co-obligee and in a form satisfactory to Landlord.         4.2.3     Governmental Compliance . The Construction Items shall comply in all respects with the following: (i) all applicable codes and other state, federal, city or quasi -governmental quasi -governmental laws, codes, ordinances and regulations, as each may apply according to the rulings of the controlling public official, agent or other person, including, without limitation, applicable standards of the American Insurance Association (formerly, the National Board of Fire Underwriters), the Americans With Disabilities Act and the National Electrical Code; and (iii) building material manufacturer’s specifications."
indemnity,"Tenant agrees that it will indemnify, save, insure, defend and hold harmless Landlord and its parents, subsidiaries, affiliates, directors, officers, employees, agents, servants, attorneys and representatives from and against all claims, penalties, damages, loss, expenses, liabilities, causes of action, judgments, attorneys’ fees or costs arising from any breach of Tenant’s obligations under this Lease or any injury to person or property of any nature or kind whatsoever growing out of the use or occupation of the Leased Premises, as well as the sidewalks, steps, and areaways appurtenant thereto by Tenant as well as those claiming by through or under Tenant, whether as agents, employees, customers, clients, invitees, guests, subtenants or assignees, including the acts or omissions of any one or more of the foregoing. Landlord agrees that it will indemnify, save, insure, defend and hold harmless Tenant and its parents, subsidiaries, affiliates, directors, officers, employees, agents, servants, attorneys and representatives from and against all claims, penalties, damages, loss, expenses, liabilities, causes of action, judgments, attorneys’ fees or costs arising from any breach of Landlord’s obligations under this Lease or any injury to person or property of any nature or kind whatsoever growing out of the acts or omissions of Landlord or Landlord’s agents."
indemnity,"Sublessee shall be in exclusive control of the Subleased Premises subject to the provisions of this Agreement and of the Lease. Sublessee shall indemnify, defend and hold Landlord and Sublessor harmless from and against all claims, losses, damages, injuries to persons or property and liabilities arising from Sublessee’s breach of this Agreement, Sublessee’s breach of the Lease, and Sublessee’s possession and use of the Subleased Premises and the driveways and walkways serving the same, whether or not located on the Subleased Premises, or the use thereof by Sublessee’s agents, employees, guests and invitees. Such indemnification obligation shall survive the expiration or early termination of this Sublease. Sublessee shall be liable to Sublessor and Landlord for any damage to the Subleased Premises beyond ordinary wear and tear."
indemnity,"The Borrower hereby indemnifies each of the Lenders against any loss or expense which may arise or be attributable to each Lender's obtaining, liquidating or employing deposits or other funds acquired to effect, fund or maintain any Revolving Credit Loan (a) as a consequence of any failure by the Borrower to make any payment when due of any amount due hereunder in connection with a LIBOR Rate Loan, (b) due to any failure of the Borrower to borrow on a date specified therefor in a Notice of Revolving Credit Borrowing or Notice of Continuation/Conversion or (c) due to any payment, prepayment or conversion of any LIBOR Rate Loan on a date other than the last day of the Interest Period therefor. The amount of such loss, cost or expense to any Lender shall be deemed to equal an amount determined by such Lender to be the excess, if any, of (i) the amount of interest which would have accrued on the principal amount of such Loan had such event not occurred, at the LIBOR Rate that would have been applicable to such Loan, for the period from the date of such event to the last day of the then current Interest Period therefor (or, in the case of a failure to borrow, convert or continue, for the period that would have been the Interest Period for such Loan), over (ii) the amount of interest which would accrue on such principal amount for such period at the interest rate which such Lender would bid, were it to bid, at the commencement of such period, for Dollar deposits of a comparable amount and period from other banks in the London interbank market; provided that no compensation shall be payable pursuant to the above if the applicable Lender fails to demand compensation for such increased costs within one-hundred eighty (180) days following the date on which such Lender has actual knowledge of the event resulting in such increase. A certificate of such Lender setting forth in reasonable detail the basis for determining such amount or amounts necessary to compensate such Lender shall be forwarded to the Borrower through the Administrative Agent and shall be conclusively presumed to be correct save for manifest error."
